"""UNIQUE_ID""",user,"""X0""","""X1""","""X2""","""X3""","""X4""","""X5""","""X6""","""X7""","""X8""","""X9""","""Y0""","""Y1""","""Y2""","""Y3""","""Y4""","""Y5""","""Y6""","""Y7""","""Y8""","""Y9""","""Z0""","""Z1""","""Z2""","""Z3""","""Z4""","""Z5""","""Z6""","""Z7""","""Z8""","""Z9""","""XAVG""","""YAVG""","""ZAVG""","""XPEAK""","""YPEAK""","""ZPEAK""","""XABSOLDEV""","""YABSOLDEV""","""ZABSOLDEV""","""XSTANDDEV""","""YSTANDDEV""","""ZSTANDDEV""","""RESULTANT""",class
582.0,36,0.12,0.1,0.12,0.08,0.09,0.09,0.1,0.11,0.09,0.13,0.11,0.09,0.12,0.12,0.1,0.06,0.07,0.13,0.11,0.1,0.08,0.1,0.13,0.06,0.09,0.14,0.09,0.1,0.13,0.12,0.0,9.53,2.0,675.0,1816.67,1487.5,1.75,2.47,1.42,2.23,2.99,2.23,10.14,Downstairs
583.0,36,0.1,0.11,0.09,0.1,0.14,0.11,0.11,0.11,0.08,0.07,0.09,0.11,0.09,0.12,0.09,0.13,0.09,0.1,0.1,0.1,0.11,0.13,0.05,0.11,0.1,0.07,0.12,0.12,0.12,0.09,0.0,9.52,1.82,2225.0,1092.86,1025.0,1.68,2.27,1.55,2.1,2.9,2.1,10.12,Downstairs
584.0,36,0.1,0.1,0.06,0.14,0.09,0.1,0.11,0.1,0.11,0.09,0.1,0.07,0.11,0.1,0.12,0.11,0.14,0.1,0.08,0.08,0.13,0.09,0.14,0.09,0.1,0.09,0.08,0.13,0.08,0.08,0.0,9.58,1.78,2000.0,940.0,3350.0,1.68,2.25,1.61,2.13,2.97,2.13,10.19,Downstairs
585.0,36,0.08,0.11,0.12,0.1,0.09,0.07,0.07,0.11,0.13,0.14,0.14,0.1,0.08,0.08,0.1,0.09,0.12,0.07,0.11,0.12,0.1,0.11,0.09,0.11,0.08,0.12,0.08,0.08,0.12,0.13,0.0,9.5,1.93,2400.0,1033.33,1500.0,1.68,2.7,1.58,2.13,3.4,2.13,10.12,Downstairs
586.0,36,0.04,0.06,0.04,0.05,0.02,0.04,0.02,0.02,0.02,0.05,0.02,0.05,0.01,0.05,0.03,0.02,0.05,0.04,0.04,0.04,0.05,0.03,0.02,0.03,0.04,0.05,0.02,0.03,0.04,0.03,0.0,3.28,0.57,1125.0,783.33,275.0,0.67,2.2,0.68,2.43,7.35,2.43,3.5,Downstairs
587.0,36,0.94,0.03,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.09,0.0,0.0,0.0,0.24,0.0,0.0,0.66,0.85,0.14,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.21,7.74,,,257.89,5.16,0.04,0.05,5.16,0.2,5.16,9.56,Sitting
588.0,36,0.15,0.53,0.31,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.37,0.0,0.0,0.0,0.43,0.0,0.0,0.14,0.12,0.24,0.36,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.27,7.87,,,277.94,4.99,0.03,0.04,4.99,0.05,4.99,9.6,Sitting
589.0,36,0.01,0.15,0.63,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.23,0.0,0.0,0.0,0.53,0.0,0.0,0.24,0.01,0.27,0.51,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.26,7.88,,,351.92,4.91,0.02,0.02,4.92,0.04,4.92,9.56,Sitting
590.0,36,0.0,0.1,0.5,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.21,0.0,0.0,0.0,0.54,0.0,0.0,0.22,0.0,0.21,0.3,0.49,0.01,0.01,0.0,0.0,0.0,0.0,0.0,-2.26,7.91,,,348.21,4.89,0.02,0.04,4.9,0.04,4.9,9.57,Sitting
591.0,36,0.01,0.02,0.36,0.59,0.03,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.26,0.0,0.0,0.0,0.48,0.0,0.0,0.26,0.0,0.01,0.08,0.88,0.05,0.0,0.0,0.0,0.0,0.0,0.0,-2.25,7.96,,,265.28,4.86,0.04,0.04,4.86,0.06,4.86,9.59,Sitting
592.0,36,0.0,0.0,0.0,0.03,0.5,0.22,0.16,0.06,0.03,0.01,0.03,0.0,0.11,0.0,0.0,0.0,0.26,0.0,0.0,0.61,0.0,0.0,0.01,0.02,0.12,0.29,0.37,0.0,0.17,0.0,0.0,-2.23,8.22,,,227.91,4.43,0.04,0.04,4.43,0.06,4.43,9.6,Sitting
593.0,36,0.0,0.0,0.0,0.0,0.32,0.38,0.27,0.04,0.0,0.0,0.05,0.0,0.38,0.0,0.0,0.0,0.52,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.01,0.28,0.4,0.0,0.3,0.0,0.0,-2.28,8.24,,,359.26,4.41,0.02,0.03,4.41,0.03,4.41,9.62,Sitting
594.0,36,0.0,0.0,0.0,0.0,0.13,0.19,0.38,0.19,0.08,0.04,0.1,0.0,0.32,0.0,0.0,0.0,0.48,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.07,0.18,0.39,0.0,0.29,0.0,0.0,-2.28,8.24,,,286.36,4.37,0.03,0.03,4.37,0.04,4.37,9.6,Sitting
595.0,36,0.0,0.0,0.0,0.0,0.03,0.06,0.14,0.24,0.29,0.26,0.01,0.0,0.22,0.0,0.0,0.0,0.62,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.06,0.33,0.42,0.0,0.17,0.0,0.0,-2.26,8.23,,,288.24,4.31,0.02,0.03,4.31,0.03,4.31,9.56,Sitting
596.0,36,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.12,0.37,0.41,0.0,0.0,0.17,0.0,0.0,0.0,0.59,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.03,0.24,0.44,0.0,0.24,0.0,0.0,-2.26,8.24,,,310.0,4.28,0.02,0.03,4.29,0.03,4.29,9.56,Sitting
597.0,36,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.21,0.4,0.35,0.0,0.0,0.08,0.0,0.0,0.0,0.49,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.32,0.0,0.0,-2.24,8.3,,,309.68,4.29,0.02,0.03,4.29,0.03,4.29,9.61,Sitting
598.0,36,0.0,0.0,0.0,0.0,0.02,0.08,0.08,0.32,0.25,0.26,0.0,0.0,0.06,0.0,0.0,0.0,0.31,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.15,0.0,0.0,-2.23,8.34,,,304.69,4.3,0.02,0.04,4.31,0.03,4.31,9.65,Sitting
599.0,36,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.05,0.09,0.34,0.02,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.39,0.01,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.08,0.0,0.0,-1.12,4.16,,,244.74,2.13,0.56,2.08,4.26,1.12,4.26,4.8,Sitting
600.0,36,0.01,0.0,0.01,0.0,0.01,0.0,0.02,0.06,0.2,0.69,0.12,0.06,0.0,0.16,0.0,0.16,0.0,0.14,0.14,0.23,0.02,0.07,0.1,0.09,0.1,0.2,0.12,0.11,0.07,0.15,0.0,9.46,2.62,,245.0,421.88,0.47,0.09,0.13,0.54,0.15,0.54,9.83,Standing
601.0,36,0.0,0.01,0.02,0.06,0.13,0.4,0.24,0.09,0.04,0.03,0.12,0.1,0.0,0.25,0.0,0.3,0.0,0.15,0.07,0.03,0.0,0.0,0.0,0.01,0.08,0.22,0.16,0.19,0.13,0.23,0.0,9.4,2.72,,337.93,362.96,0.92,0.06,0.08,0.94,0.09,0.94,9.83,Standing
602.0,36,0.0,0.01,0.02,0.06,0.09,0.16,0.15,0.24,0.2,0.08,0.14,0.1,0.0,0.17,0.0,0.21,0.0,0.18,0.11,0.1,0.0,0.01,0.02,0.04,0.09,0.26,0.23,0.12,0.09,0.16,0.0,9.42,2.69,,207.78,861.11,0.84,0.07,0.08,0.86,0.09,0.86,9.83,Standing
603.0,36,0.0,0.0,0.0,0.01,0.01,0.02,0.12,0.24,0.49,0.12,0.05,0.03,0.0,0.18,0.0,0.32,0.0,0.16,0.13,0.15,0.0,0.02,0.06,0.05,0.13,0.17,0.22,0.19,0.11,0.08,0.0,9.45,2.66,,224.42,371.15,0.72,0.06,0.08,0.73,0.08,0.73,9.84,Standing
604.0,36,0.0,0.0,0.0,0.02,0.1,0.28,0.24,0.19,0.18,0.01,0.05,0.15,0.0,0.32,0.0,0.31,0.0,0.14,0.05,0.01,0.0,0.0,0.0,0.0,0.01,0.07,0.16,0.28,0.23,0.26,0.0,9.4,2.74,,333.93,210.0,0.86,0.04,0.05,0.87,0.06,0.87,9.84,Standing
605.0,36,0.01,0.01,0.03,0.14,0.22,0.24,0.15,0.08,0.11,0.04,0.1,0.25,0.0,0.23,0.0,0.16,0.0,0.14,0.06,0.08,0.01,0.03,0.02,0.02,0.07,0.13,0.1,0.14,0.19,0.31,0.0,9.4,2.72,,320.0,614.29,0.94,0.07,0.1,0.96,0.09,0.96,9.83,Standing
606.0,36,0.35,0.13,0.23,0.22,0.06,0.01,0.0,0.0,0.01,0.0,0.02,0.03,0.0,0.06,0.0,0.09,0.0,0.15,0.15,0.53,0.67,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.52,2.09,,273.61,596.88,1.37,0.06,0.15,1.39,0.09,1.39,9.84,Standing
607.0,36,0.24,0.14,0.28,0.16,0.1,0.06,0.03,0.0,0.0,0.01,0.09,0.09,0.0,0.12,0.0,0.23,0.0,0.1,0.09,0.29,0.2,0.28,0.14,0.09,0.15,0.13,0.01,0.02,0.0,0.01,0.0,9.47,2.37,,217.78,450.0,1.3,0.1,0.17,1.32,0.13,1.32,9.85,Standing
608.0,36,0.12,0.23,0.42,0.22,0.02,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.15,0.0,0.4,0.0,0.24,0.09,0.04,0.0,0.11,0.36,0.22,0.23,0.07,0.02,0.01,0.0,0.0,0.0,9.43,2.48,,325.86,357.69,1.32,0.04,0.06,1.33,0.06,1.33,9.84,Standing
609.0,36,0.14,0.11,0.31,0.06,0.01,0.01,0.0,0.0,0.0,0.0,0.05,0.03,0.0,0.09,0.0,0.14,0.0,0.16,0.09,0.06,0.02,0.15,0.25,0.11,0.07,0.0,0.01,0.01,0.0,0.01,0.0,5.85,1.52,,313.16,2500.0,0.85,2.22,0.58,1.38,3.59,1.38,6.11,Standing
610.0,18,0.0,0.0,0.01,0.03,0.07,0.17,0.14,0.26,0.24,0.1,0.06,0.12,0.13,0.18,0.08,0.08,0.04,0.09,0.1,0.02,0.11,0.12,0.12,0.15,0.07,0.09,0.09,0.12,0.06,0.09,0.0,9.76,-0.57,2750.0,496.43,2250.0,5.88,6.85,4.25,7.25,8.01,7.25,14.36,Jogging
611.0,18,0.0,0.0,0.0,0.04,0.13,0.19,0.19,0.25,0.09,0.14,0.16,0.09,0.09,0.08,0.05,0.08,0.08,0.08,0.14,0.06,0.09,0.19,0.17,0.09,0.09,0.12,0.06,0.03,0.09,0.09,0.0,9.9,-0.98,2750.0,316.13,3775.0,5.62,8.31,4.05,7.39,9.42,7.39,15.48,Jogging
612.0,18,0.04,0.08,0.12,0.12,0.13,0.11,0.15,0.07,0.07,0.12,0.06,0.11,0.14,0.09,0.05,0.12,0.08,0.11,0.07,0.06,0.09,0.12,0.07,0.06,0.1,0.12,0.13,0.1,0.13,0.1,0.0,10.71,0.44,1520.0,420.45,700.0,8.74,7.09,4.17,10.49,8.13,10.49,16.78,Jogging
613.0,18,0.09,0.08,0.08,0.15,0.1,0.09,0.17,0.09,0.06,0.11,0.08,0.09,0.09,0.16,0.1,0.1,0.07,0.13,0.11,0.04,0.08,0.16,0.12,0.09,0.1,0.1,0.1,0.09,0.07,0.11,0.0,10.37,-0.1,1171.43,510.53,2400.0,9.28,6.49,4.2,11.29,7.83,11.29,16.8,Jogging
614.0,18,0.09,0.1,0.08,0.12,0.13,0.15,0.11,0.11,0.05,0.08,0.09,0.08,0.1,0.11,0.08,0.11,0.09,0.11,0.12,0.05,0.13,0.12,0.11,0.06,0.16,0.08,0.07,0.11,0.1,0.09,0.0,10.76,-0.65,1216.67,380.0,3975.0,8.83,6.92,4.44,10.68,8.02,10.68,16.6,Jogging
615.0,18,0.1,0.08,0.1,0.1,0.13,0.08,0.11,0.13,0.08,0.11,0.09,0.09,0.15,0.09,0.07,0.14,0.13,0.1,0.08,0.01,0.08,0.1,0.1,0.11,0.06,0.11,0.13,0.11,0.1,0.11,0.0,9.81,0.67,1750.0,350.0,3750.0,9.34,6.84,4.32,11.15,8.04,11.15,16.59,Jogging
616.0,18,0.09,0.11,0.1,0.13,0.13,0.12,0.07,0.09,0.1,0.08,0.1,0.11,0.17,0.05,0.08,0.13,0.08,0.1,0.14,0.02,0.06,0.11,0.15,0.1,0.13,0.08,0.07,0.11,0.06,0.15,0.0,9.6,0.47,870.0,410.87,2125.0,9.76,7.17,4.45,11.42,8.18,11.42,16.59,Jogging
617.0,18,0.1,0.11,0.07,0.11,0.13,0.09,0.08,0.11,0.13,0.09,0.14,0.08,0.12,0.12,0.07,0.13,0.08,0.11,0.07,0.04,0.07,0.1,0.09,0.1,0.12,0.09,0.09,0.12,0.13,0.11,0.0,8.99,0.61,1250.0,402.08,2350.0,9.6,7.41,4.11,11.36,8.64,11.36,16.25,Jogging
618.0,18,0.13,0.15,0.08,0.1,0.1,0.1,0.13,0.08,0.08,0.07,0.1,0.13,0.06,0.07,0.11,0.12,0.13,0.07,0.12,0.03,0.08,0.12,0.11,0.1,0.07,0.14,0.13,0.06,0.1,0.11,0.0,9.91,-0.01,1466.67,341.07,2425.0,9.97,7.14,4.1,11.77,8.51,11.77,16.64,Jogging
619.0,18,0.12,0.12,0.06,0.15,0.1,0.1,0.08,0.06,0.12,0.11,0.13,0.1,0.12,0.09,0.13,0.1,0.1,0.1,0.07,0.02,0.12,0.08,0.06,0.09,0.08,0.11,0.08,0.12,0.11,0.16,0.0,8.96,0.74,1308.33,317.86,2975.0,10.23,7.18,4.61,11.75,8.44,11.75,16.61,Jogging
620.0,18,0.14,0.12,0.09,0.13,0.05,0.08,0.13,0.06,0.11,0.11,0.11,0.09,0.09,0.09,0.19,0.07,0.05,0.12,0.13,0.02,0.1,0.12,0.1,0.1,0.07,0.12,0.11,0.14,0.11,0.06,0.0,9.86,-0.38,1530.0,400.0,4175.0,10.37,6.99,3.9,12.1,8.49,12.1,16.88,Jogging
621.0,18,0.13,0.15,0.09,0.11,0.08,0.12,0.1,0.07,0.07,0.09,0.08,0.09,0.08,0.11,0.1,0.12,0.13,0.13,0.09,0.02,0.14,0.1,0.12,0.09,0.07,0.08,0.1,0.07,0.14,0.11,0.0,10.55,-0.26,1266.67,351.79,1612.5,10.34,6.49,4.63,12.08,7.86,12.08,17.45,Jogging
622.0,18,0.12,0.14,0.15,0.08,0.07,0.08,0.08,0.1,0.11,0.07,0.1,0.1,0.1,0.08,0.1,0.13,0.16,0.08,0.07,0.03,0.13,0.08,0.13,0.07,0.11,0.1,0.08,0.1,0.1,0.12,0.0,10.0,-0.08,1350.0,378.0,1475.0,10.49,6.78,4.26,12.07,8.0,12.07,16.93,Jogging
623.0,18,0.12,0.12,0.1,0.06,0.15,0.09,0.11,0.06,0.1,0.11,0.1,0.09,0.11,0.11,0.11,0.11,0.1,0.12,0.08,0.03,0.12,0.07,0.08,0.07,0.15,0.06,0.14,0.1,0.11,0.12,0.0,9.77,0.37,1333.33,436.36,1000.0,10.11,6.88,4.34,11.9,8.2,11.9,16.84,Jogging
624.0,18,0.1,0.11,0.15,0.11,0.1,0.08,0.09,0.08,0.1,0.08,0.1,0.08,0.12,0.09,0.14,0.1,0.06,0.12,0.12,0.02,0.1,0.12,0.09,0.08,0.12,0.08,0.12,0.07,0.16,0.09,0.0,10.26,-0.1,962.5,351.85,1650.0,10.23,6.51,4.22,11.83,7.79,11.83,16.92,Jogging
625.0,18,0.11,0.13,0.11,0.08,0.13,0.09,0.09,0.06,0.1,0.1,0.12,0.06,0.12,0.07,0.08,0.13,0.13,0.12,0.11,0.01,0.11,0.11,0.12,0.1,0.06,0.09,0.06,0.1,0.15,0.12,0.0,10.15,0.27,1264.29,419.57,1275.0,10.29,6.91,4.68,12.01,8.05,12.01,17.28,Jogging
626.0,18,0.14,0.1,0.18,0.05,0.14,0.08,0.07,0.08,0.1,0.08,0.1,0.09,0.07,0.13,0.09,0.07,0.11,0.13,0.11,0.04,0.13,0.09,0.05,0.09,0.13,0.1,0.09,0.13,0.11,0.1,0.0,10.5,-0.2,1087.5,514.29,3300.0,10.42,6.7,4.24,12.06,7.84,12.06,17.16,Jogging
627.0,18,0.12,0.1,0.12,0.11,0.11,0.1,0.07,0.11,0.1,0.06,0.09,0.1,0.08,0.09,0.13,0.11,0.15,0.06,0.12,0.04,0.14,0.09,0.09,0.13,0.08,0.13,0.13,0.08,0.06,0.1,0.0,10.38,-0.67,993.75,482.5,1350.0,9.91,6.57,4.13,11.56,7.85,11.56,16.85,Jogging
628.0,18,0.08,0.1,0.13,0.11,0.1,0.09,0.09,0.13,0.09,0.08,0.1,0.08,0.12,0.08,0.13,0.1,0.13,0.09,0.08,0.05,0.11,0.06,0.15,0.11,0.09,0.09,0.12,0.11,0.07,0.12,0.0,10.21,-0.05,905.0,426.09,2166.67,9.64,6.52,4.11,11.28,7.73,11.28,16.38,Jogging
629.0,18,0.1,0.09,0.09,0.13,0.08,0.13,0.08,0.11,0.08,0.13,0.07,0.16,0.14,0.08,0.11,0.07,0.13,0.07,0.14,0.02,0.07,0.07,0.11,0.17,0.11,0.1,0.07,0.12,0.15,0.06,0.0,9.4,0.08,1520.0,472.22,1600.0,9.78,6.98,3.59,11.46,7.97,11.46,15.76,Jogging
630.0,18,0.12,0.09,0.09,0.11,0.12,0.11,0.08,0.08,0.13,0.1,0.09,0.14,0.09,0.1,0.12,0.11,0.11,0.1,0.07,0.01,0.1,0.06,0.11,0.08,0.14,0.11,0.12,0.12,0.1,0.08,0.0,9.5,0.09,2075.0,409.52,3925.0,9.83,6.66,3.87,11.49,7.8,11.49,15.93,Jogging
631.0,18,0.09,0.14,0.13,0.12,0.08,0.09,0.09,0.09,0.09,0.09,0.08,0.14,0.08,0.1,0.09,0.12,0.13,0.09,0.08,0.03,0.11,0.11,0.08,0.1,0.1,0.12,0.13,0.11,0.06,0.11,0.0,10.06,-0.22,1150.0,472.5,1830.0,10.0,6.81,4.12,11.63,7.92,11.63,16.54,Jogging
632.0,18,0.12,0.09,0.12,0.13,0.08,0.11,0.07,0.12,0.11,0.08,0.12,0.08,0.08,0.1,0.11,0.09,0.15,0.15,0.06,0.03,0.12,0.07,0.11,0.14,0.13,0.06,0.09,0.1,0.13,0.07,0.0,9.76,-0.57,1580.0,462.5,1850.0,9.69,6.88,4.04,11.34,8.03,11.34,16.29,Jogging
633.0,18,0.13,0.12,0.1,0.11,0.07,0.08,0.1,0.09,0.12,0.1,0.18,0.07,0.09,0.09,0.09,0.11,0.12,0.09,0.1,0.02,0.1,0.05,0.07,0.1,0.13,0.17,0.1,0.12,0.1,0.09,0.0,9.04,0.25,1108.33,381.58,1025.0,10.41,7.48,3.6,12.21,8.56,12.21,16.36,Jogging
634.0,18,0.13,0.09,0.16,0.11,0.11,0.08,0.06,0.07,0.12,0.08,0.08,0.14,0.09,0.1,0.15,0.08,0.08,0.11,0.09,0.03,0.09,0.12,0.04,0.13,0.04,0.12,0.14,0.15,0.09,0.11,0.0,9.54,0.18,966.67,500.0,2450.0,10.39,6.95,4.15,11.84,8.15,11.84,16.49,Jogging
635.0,18,0.11,0.11,0.13,0.11,0.07,0.08,0.11,0.13,0.07,0.1,0.12,0.09,0.09,0.12,0.12,0.1,0.06,0.06,0.16,0.02,0.09,0.11,0.1,0.15,0.09,0.05,0.12,0.08,0.12,0.11,0.0,9.7,-0.06,964.29,309.68,1862.5,9.85,7.12,4.36,11.64,8.46,11.64,16.57,Jogging
636.0,18,0.14,0.14,0.08,0.1,0.07,0.07,0.08,0.11,0.16,0.07,0.11,0.13,0.1,0.14,0.08,0.06,0.11,0.09,0.08,0.07,0.07,0.09,0.1,0.11,0.13,0.16,0.08,0.12,0.09,0.09,0.0,9.2,0.07,1883.33,438.89,2400.0,10.23,7.27,3.66,11.96,8.3,11.96,16.04,Jogging
637.0,18,0.01,0.0,0.01,0.02,0.02,0.01,0.02,0.01,0.01,0.0,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.01,0.01,0.01,0.02,0.02,0.0,0.01,0.0,0.0,0.8,-0.02,,225.0,275.0,0.55,0.81,0.18,8.02,11.11,8.02,1.11,Jogging
638.0,18,0.1,0.08,0.06,0.11,0.13,0.1,0.15,0.12,0.1,0.07,0.11,0.13,0.12,0.09,0.11,0.11,0.09,0.08,0.12,0.05,0.1,0.12,0.07,0.09,0.08,0.09,0.12,0.05,0.13,0.16,0.0,10.28,-0.44,1050.0,466.67,1175.0,4.37,4.12,2.97,5.31,5.0,5.31,12.35,Walking
639.0,18,0.14,0.09,0.09,0.09,0.07,0.14,0.15,0.1,0.08,0.08,0.06,0.16,0.11,0.13,0.07,0.12,0.09,0.08,0.1,0.08,0.18,0.12,0.08,0.1,0.1,0.09,0.04,0.08,0.09,0.14,0.0,10.63,-1.14,4150.0,522.22,2783.33,4.7,4.13,3.28,5.83,4.97,5.83,12.99,Walking
640.0,18,0.1,0.09,0.11,0.09,0.11,0.11,0.15,0.12,0.06,0.09,0.04,0.1,0.23,0.11,0.08,0.11,0.07,0.12,0.05,0.11,0.13,0.14,0.08,0.12,0.1,0.09,0.09,0.09,0.08,0.11,0.0,10.58,-1.21,2566.67,475.0,2750.0,4.58,3.85,2.81,5.75,4.62,5.75,12.63,Walking
641.0,18,0.11,0.1,0.09,0.06,0.11,0.1,0.19,0.13,0.07,0.07,0.04,0.14,0.16,0.08,0.11,0.08,0.12,0.08,0.12,0.05,0.12,0.13,0.1,0.06,0.09,0.09,0.11,0.08,0.12,0.12,0.0,10.78,-0.99,2112.5,463.16,3775.0,4.65,3.93,2.9,5.84,4.73,5.84,12.86,Walking
642.0,18,0.12,0.1,0.12,0.09,0.09,0.12,0.11,0.11,0.08,0.09,0.06,0.17,0.08,0.09,0.1,0.12,0.1,0.08,0.12,0.05,0.11,0.09,0.1,0.11,0.12,0.08,0.13,0.06,0.12,0.1,0.0,10.92,-1.02,4600.0,593.75,4600.0,4.84,4.12,2.5,5.85,5.0,5.85,12.89,Walking
643.0,18,0.08,0.11,0.1,0.11,0.11,0.09,0.13,0.1,0.11,0.09,0.06,0.13,0.13,0.1,0.08,0.07,0.14,0.11,0.1,0.05,0.12,0.1,0.12,0.1,0.07,0.07,0.13,0.12,0.07,0.13,0.0,10.8,-0.94,3550.0,527.78,2500.0,4.67,4.09,2.76,5.61,4.89,5.61,12.79,Walking
644.0,18,0.1,0.13,0.09,0.1,0.11,0.1,0.09,0.13,0.06,0.12,0.09,0.12,0.08,0.12,0.09,0.13,0.11,0.08,0.11,0.08,0.09,0.12,0.12,0.09,0.09,0.08,0.1,0.12,0.09,0.12,0.0,10.92,-0.95,2525.0,505.56,2050.0,4.85,4.08,2.62,5.76,5.01,5.76,12.93,Walking
645.0,18,0.11,0.12,0.08,0.08,0.12,0.1,0.1,0.1,0.1,0.11,0.06,0.11,0.1,0.15,0.1,0.1,0.13,0.1,0.08,0.06,0.11,0.12,0.11,0.1,0.09,0.07,0.08,0.12,0.11,0.11,0.0,10.98,-1.04,2750.0,461.11,3625.0,4.86,3.85,2.71,5.86,4.74,5.86,13.0,Walking
646.0,18,0.14,0.1,0.08,0.1,0.06,0.13,0.14,0.1,0.08,0.1,0.09,0.12,0.1,0.08,0.13,0.07,0.09,0.12,0.1,0.08,0.12,0.14,0.11,0.08,0.08,0.07,0.08,0.11,0.13,0.11,0.0,10.86,-1.17,2500.0,442.86,2383.33,4.82,4.25,2.88,5.82,5.16,5.82,13.04,Walking
647.0,18,0.13,0.14,0.06,0.07,0.09,0.12,0.14,0.07,0.12,0.08,0.12,0.1,0.09,0.11,0.07,0.1,0.13,0.09,0.09,0.06,0.13,0.12,0.09,0.08,0.09,0.13,0.11,0.06,0.09,0.13,0.0,10.76,-1.17,2033.33,454.76,1733.33,4.97,4.35,2.75,6.05,5.25,6.05,13.06,Walking
648.0,18,0.12,0.12,0.11,0.09,0.08,0.1,0.1,0.09,0.11,0.1,0.11,0.09,0.09,0.1,0.13,0.07,0.1,0.12,0.11,0.05,0.13,0.08,0.1,0.13,0.09,0.07,0.11,0.1,0.08,0.12,0.0,10.87,-1.1,4000.0,584.38,4000.0,5.01,4.15,2.8,5.95,5.14,5.95,13.17,Walking
649.0,18,0.09,0.11,0.12,0.08,0.09,0.11,0.1,0.11,0.14,0.09,0.09,0.13,0.1,0.09,0.08,0.1,0.12,0.11,0.12,0.04,0.14,0.07,0.12,0.09,0.09,0.09,0.08,0.11,0.13,0.11,0.0,10.77,-1.17,4100.0,527.78,2600.0,4.87,4.23,2.89,5.82,5.07,5.82,13.0,Walking
650.0,18,0.09,0.13,0.06,0.11,0.1,0.12,0.09,0.13,0.11,0.09,0.11,0.12,0.1,0.09,0.1,0.11,0.12,0.05,0.13,0.07,0.12,0.11,0.12,0.08,0.09,0.07,0.1,0.13,0.11,0.09,0.0,10.81,-1.07,2000.0,481.58,2000.0,4.72,4.16,2.71,5.71,5.07,5.71,12.88,Walking
651.0,18,0.07,0.1,0.1,0.09,0.15,0.11,0.1,0.09,0.08,0.14,0.1,0.08,0.11,0.12,0.08,0.13,0.09,0.08,0.12,0.06,0.11,0.11,0.09,0.08,0.11,0.12,0.1,0.1,0.09,0.12,0.0,10.88,-1.01,4125.0,420.45,3625.0,4.79,4.12,2.78,5.79,5.09,5.79,13.04,Walking
652.0,18,0.07,0.11,0.15,0.11,0.08,0.08,0.07,0.11,0.12,0.12,0.11,0.12,0.07,0.08,0.13,0.09,0.09,0.14,0.11,0.04,0.1,0.11,0.11,0.06,0.11,0.1,0.1,0.1,0.13,0.1,0.0,10.78,-0.93,1775.0,491.18,2350.0,4.96,4.21,2.6,5.89,5.15,5.89,12.94,Walking
653.0,18,0.11,0.09,0.12,0.11,0.07,0.13,0.04,0.1,0.11,0.14,0.13,0.05,0.1,0.1,0.14,0.08,0.13,0.08,0.09,0.08,0.06,0.11,0.12,0.1,0.1,0.14,0.12,0.13,0.09,0.06,0.0,10.9,-1.03,2333.33,476.32,2000.0,5.11,4.24,2.04,6.04,5.3,6.04,13.0,Walking
654.0,18,0.1,0.13,0.13,0.1,0.07,0.09,0.11,0.06,0.11,0.13,0.13,0.07,0.07,0.09,0.13,0.11,0.1,0.13,0.08,0.06,0.08,0.08,0.13,0.09,0.13,0.12,0.13,0.08,0.11,0.09,0.0,11.08,-0.98,2000.0,547.22,2975.0,5.1,4.17,2.31,5.96,5.27,5.96,13.26,Walking
655.0,18,0.12,0.09,0.14,0.07,0.1,0.09,0.1,0.1,0.1,0.11,0.12,0.07,0.09,0.08,0.11,0.12,0.11,0.13,0.08,0.09,0.09,0.11,0.1,0.13,0.11,0.1,0.11,0.09,0.1,0.08,0.0,11.0,-1.13,3975.0,538.89,1675.0,5.02,4.14,2.33,5.96,5.19,5.96,13.19,Walking
